,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
8515,519,1,241,164,157,510,10,0,0,0,0,0,9,16,67,0,0,1,510,10,0,0,0
8516,340,3,1523,1286,460,958,11,3,74,1090,2,10787,8,7,0,1523,2897,0,0,0,749,235,1612
8517,412,3,324,645,1263,904,10,3,606,1954,3,9466,5,25,0,1,1007,0,0,0,606,1947,267
8518,342,1,1,297,1296,901,10,0,0,0,2,1477,21,10,0,0,0,1290,263,3,0,0,1195
8519,519,1,2499,817,1204,425,11,0,0,0,4,7166,0,5,0,0,0,1189,866,10,0,0,5828
8520,418,0,0,0,1195,145,3,0,0,0,1,2136,41,7,704,0,0,1195,682,3,0,0,0
8521,412,0,0,0,1205,655,11,0,0,0,1,7448,16,0,403,0,0,0,0,0,0,0,0
8522,328,0,0,0,1226,427,10,0,0,0,3,7416,14,13,0,0,0,1225,997,3,0,0,9646
8523,418,0,0,0,1296,1156,11,3,236,2503,2,727,22,10,0,0,0,361,1152,11,305,2514,377
8524,406,0,0,0,1539,212,9,2,1,1732,2,5291,6,7,0,0,0,358,177,11,1,1525,11648
8525,418,2,1029,502,983,550,12,0,0,0,1,3992,45,14,551,1029,2600,1270,637,10,0,0,0
8526,418,0,0,0,1296,1147,10,2,1,2361,3,677,7,7,0,0,0,279,1139,3,1,2271,5626
8527,418,1,1,2881,1296,445,3,0,0,0,2,666,18,4,716,0,0,351,445,3,0,0,204
8528,418,0,0,0,1192,12,11,0,0,0,1,12165,59,4,31,0,0,1194,1147,10,0,0,0
8529,519,2,241,1790,579,1047,8,0,0,0,4,360,19,0,0,543,4134,277,1156,11,0,0,1083
8530,417,4,1203,782,1986,789,4,2,734,1571,0,0,7,2,0,138,2157,448,630,11,75,1401,0
8531,328,0,0,0,1297,909,5,0,0,0,3,3926,18,0,0,0,0,906,581,11,0,0,823
8532,347,2,58,371,1,394,10,2,100,2544,0,0,5,9,353,1588,2590,1313,544,3,508,1385,0
8533,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8534,516,1,249,1639,1296,919,3,0,0,0,2,5503,2,9,0,0,0,1297,630,11,0,0,11784
8535,418,0,0,0,1649,249,10,0,0,0,4,3563,5,16,532,0,0,1285,249,10,0,0,12408
8536,519,1,241,2937,1289,847,9,0,0,0,2,5153,6,7,0,0,0,1297,1163,10,0,0,11757
8537,418,0,0,0,1205,12,11,0,0,0,4,1899,26,12,223,0,0,1205,12,11,0,0,5604
8538,418,1,2358,2205,1296,173,3,0,0,0,2,2946,42,4,223,0,0,1296,316,3,0,0,2945
8539,418,1,1024,3119,248,847,9,0,0,0,2,11466,57,7,0,0,0,1195,514,11,0,0,3030
8540,328,0,0,0,752,590,10,0,0,0,4,3929,20,0,289,0,0,0,0,0,0,0,3934
8541,406,1,2113,2905,0,0,0,0,0,0,2,8903,2,8,532,0,0,0,0,0,0,0,6907
8542,342,3,1159,2893,278,352,11,0,0,0,5,11375,40,7,0,547,2893,277,2,3,0,0,10811
8543,519,0,0,0,1297,1182,8,0,0,0,4,5744,15,5,0,0,0,1297,1182,8,0,0,4523
8544,418,0,0,0,248,1147,10,0,0,0,2,8008,19,8,703,0,0,1194,103,3,0,0,2115
8545,340,1,1540,4,331,510,10,0,0,0,0,0,8,2,0,0,0,354,510,10,0,0,0
8546,418,2,1720,1456,1,1163,10,0,0,0,2,8129,0,1,0,2102,2762,0,0,0,0,0,7303
8547,519,0,0,0,1195,604,11,0,0,0,2,9316,6,9,645,0,0,1275,604,11,0,0,2333
8548,342,0,0,0,1296,404,10,0,0,0,2,404,38,4,341,0,0,1297,287,3,0,0,6875
8549,519,1,2013,3833,1296,327,9,0,0,0,1,7557,11,5,0,0,0,1,1163,10,0,0,0
8550,418,0,0,0,1296,1147,10,0,0,0,3,3121,18,6,0,0,0,1297,1147,10,0,0,2030
8551,412,4,1128,3992,322,700,8,0,0,0,3,7231,3,2,0,288,2190,653,47,12,0,0,2792
8552,324,1,1660,2374,679,400,11,0,0,0,2,8206,15,7,457,0,0,1224,400,11,0,0,10432
8553,517,0,0,0,248,394,10,0,0,0,0,0,28,8,0,0,0,1205,997,3,0,0,0
8554,518,0,0,0,367,555,8,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0
8555,418,0,0,0,1195,445,3,0,0,0,3,9731,22,12,0,0,0,1,445,3,0,0,2528
8556,418,0,0,0,1296,1147,10,1,388,2380,3,5833,1,10,0,0,0,1297,1147,10,0,0,7039
8557,516,1,1834,299,1296,396,11,0,0,0,2,3589,0,3,0,0,0,1297,396,11,0,0,12845
8558,418,0,0,0,1296,1156,11,0,0,0,3,10198,11,7,722,0,0,1296,1156,11,0,0,11122
8559,328,0,0,0,1784,680,10,0,0,0,1,12160,22,16,0,0,0,0,0,0,0,0,0
8560,517,1,249,734,279,212,9,1,1,1503,2,3637,8,16,0,0,0,280,991,10,0,0,5222
8561,519,0,0,0,1275,474,10,0,0,0,1,1701,19,6,0,0,0,1275,431,3,0,0,0
8562,418,0,0,0,155,655,11,0,0,0,1,8116,16,2,722,0,0,1285,680,10,0,0,0
8563,430,2,412,228,548,1211,10,1,1,2546,0,0,4,9,367,2061,2862,0,0,0,0,0,0
8564,418,0,0,0,1205,1163,10,0,0,0,2,1179,18,2,0,0,0,1203,1163,10,0,0,12462
8565,328,0,0,0,1195,12,11,0,0,0,5,11903,15,4,0,0,0,155,12,11,0,0,10355
8566,328,2,164,3379,1226,547,10,0,0,0,2,10921,16,9,614,164,3803,1225,1017,10,0,0,6305
8567,517,0,0,0,554,1174,12,0,0,0,2,5691,16,6,0,0,0,554,1163,10,0,0,6329
8568,418,1,1,1453,1784,434,5,0,0,0,4,11360,6,0,0,0,0,1296,434,5,0,0,9904
8569,417,1,582,1276,331,655,11,0,0,0,3,2534,19,17,0,0,0,361,590,10,0,0,1492
8570,516,2,1391,2380,1195,510,10,0,0,0,2,3226,22,5,0,241,3852,1205,510,10,0,0,9638
8571,519,1,662,3111,1457,376,11,0,0,0,4,7390,6,9,82,0,0,1192,376,11,0,0,8599
8572,418,1,614,2374,1275,1182,8,0,0,0,3,935,3,9,0,0,0,1282,1156,11,0,0,4214
8573,326,1,236,2625,155,69,8,0,0,0,1,10068,15,6,67,0,0,1688,1156,11,0,0,0
8574,418,1,2534,3899,1296,954,10,0,0,0,2,12544,15,3,223,0,0,280,954,10,0,0,2740
8575,418,1,1034,4409,208,510,10,0,0,0,1,380,31,6,0,0,0,909,224,3,0,0,0
8576,328,1,751,2563,421,177,11,2,1,1107,1,12046,18,3,0,0,0,1248,275,3,1,1729,0
8577,328,1,2108,2331,248,909,5,0,0,0,3,709,11,7,518,0,0,1275,590,10,0,0,710
8578,417,3,819,386,532,1147,10,0,0,0,2,11033,4,7,515,116,4211,535,1147,10,0,0,9565
8579,418,0,0,0,1296,808,10,0,0,0,0,0,74,23,0,0,0,1,1028,12,0,0,0
8580,328,0,0,0,1457,427,10,0,0,0,2,10158,24,8,0,0,0,1195,441,10,0,0,4533
8581,518,0,0,0,97,212,9,0,0,0,3,6241,11,11,75,0,0,1200,212,9,0,0,3059
8582,328,0,0,0,1296,12,11,0,0,0,4,12373,6,14,0,0,0,1203,986,3,0,0,6931
8583,412,6,406,4194,1106,1042,8,4,588,806,0,0,0,5,0,894,3790,545,365,11,588,2134,0
8584,342,3,2232,4434,579,572,8,0,0,0,3,12941,19,0,0,525,3723,645,745,8,0,0,12044
8585,519,2,1985,4368,1226,853,12,0,0,0,2,2052,3,9,0,1985,3443,1226,847,9,0,0,2273
8586,517,0,0,0,733,376,11,3,500,294,4,4792,34,26,0,0,0,1137,1156,11,666,1124,10730
8587,516,0,0,0,1296,471,11,0,0,0,4,9195,2,10,0,0,0,1297,471,11,0,0,304
8588,417,3,1951,2380,1011,1047,8,2,639,810,0,0,6,4,0,968,3860,381,365,11,1,801,0
8589,519,0,0,0,1296,447,10,0,0,0,2,11428,12,4,0,0,0,1936,447,10,0,0,11237
8590,331,0,0,0,1195,12,11,0,0,0,3,8580,29,8,196,0,0,1275,12,11,0,0,2172
8591,519,1,241,745,1457,376,11,0,0,0,3,1772,8,7,0,0,0,1203,376,11,0,0,4250
8592,328,0,0,0,1296,69,8,1,1,2669,2,3281,7,13,0,0,0,1296,1163,10,0,0,1937
8593,519,1,661,1876,834,471,11,0,0,0,2,4183,7,10,0,0,0,1275,471,11,0,0,3592
8594,519,2,2269,1504,1199,604,11,0,0,0,4,2560,9,0,0,2402,68,1,920,12,0,0,2340
8595,331,0,0,0,1296,404,10,0,0,0,2,7363,23,6,40,0,0,1296,807,3,0,0,5485
8596,519,0,0,0,1,1164,12,0,0,0,9,7358,27,6,0,0,0,1,1163,10,0,0,2181
8597,328,0,0,0,1297,991,10,0,0,0,3,1091,15,11,0,0,0,1292,715,11,0,0,6269
8598,519,0,0,0,1296,616,11,0,0,0,5,3325,3,22,469,0,0,1296,1152,11,0,0,4900
8599,517,0,0,0,1296,1163,10,0,0,0,3,9749,22,3,79,0,0,1296,1163,10,0,0,5185
8600,418,1,620,993,1297,200,3,0,0,0,1,1280,24,0,0,0,0,0,0,0,0,0,0
8601,328,1,1720,1456,1296,376,11,0,0,0,1,872,29,3,0,0,0,1185,581,11,0,0,0
8602,430,2,411,2953,380,956,10,0,0,0,2,9522,8,5,438,1610,631,866,601,10,0,0,683
8603,430,1,1205,1334,367,954,10,3,1,2003,0,0,4,8,0,0,0,0,0,0,388,2002,0
8604,412,0,0,0,1254,488,12,1,367,1243,3,6826,11,10,0,0,0,1254,491,10,0,0,7709
8605,519,2,1,3279,762,655,11,0,0,0,2,5015,18,3,0,535,201,762,683,3,0,0,6798
8606,519,0,0,0,1296,447,10,0,0,0,2,12538,2,5,166,0,0,1296,710,3,0,0,4446
8607,418,0,0,0,1936,991,10,2,297,2140,2,7090,49,15,0,0,0,1784,991,10,1,2153,7210
8608,517,0,0,0,155,909,5,0,0,0,3,694,7,11,0,0,0,1285,680,10,0,0,3308
8609,519,1,1989,1773,1457,655,11,0,0,0,2,4344,3,5,0,0,0,1195,655,11,0,0,4853
8610,517,0,0,0,280,548,11,0,0,0,3,7433,11,15,0,0,0,280,425,11,0,0,1571
8611,518,0,0,0,1578,212,9,1,639,598,3,10770,8,12,67,0,0,1,212,9,0,0,5134
8612,418,0,0,0,1,1163,10,0,0,0,5,7147,1,11,722,0,0,1,1163,10,0,0,9906
8613,519,0,0,0,1204,940,12,0,0,0,4,10617,0,9,0,0,0,1205,550,12,0,0,1460
8614,418,0,0,0,1297,72,8,4,547,2399,2,4249,37,18,716,0,0,1297,72,8,547,2394,7046
8615,328,1,1717,1456,1518,1163,10,0,0,0,2,6264,24,21,582,0,0,1225,1168,3,0,0,1760
8616,418,0,0,0,1296,1163,10,1,618,636,3,889,29,6,569,0,0,1296,256,3,0,0,4889
8617,328,2,241,1349,1198,471,11,0,0,0,2,9557,30,8,0,907,2804,1,471,11,0,0,6086
8618,324,0,0,0,1226,548,11,0,0,0,2,9587,18,10,279,0,0,1227,548,11,0,0,11440
8619,342,1,2117,1456,1289,69,8,0,0,0,2,4153,20,4,0,0,0,1294,306,11,0,0,10019
8620,519,2,1,1456,1,909,5,0,0,0,3,10728,3,11,0,1,4202,1293,1163,10,0,0,4512
8621,518,1,241,1426,1297,909,5,0,0,0,2,2391,10,8,0,0,0,1688,683,3,0,0,9347
8622,519,2,241,1683,1296,1182,8,0,0,0,0,0,5,17,0,2260,2600,1275,1182,8,0,0,0
8623,328,0,0,0,416,447,10,0,0,0,3,3681,12,6,618,0,0,1784,447,10,0,0,6843
8624,519,0,0,0,1296,1147,10,0,0,0,5,8402,15,14,0,0,0,1225,1180,3,0,0,8934
8625,412,3,932,879,331,1203,10,0,0,0,2,11305,12,2,0,1455,4231,361,402,10,0,0,11314
8626,418,0,0,0,1195,471,11,0,0,0,3,392,21,15,0,0,0,1,581,11,0,0,1184
8627,418,1,2271,1456,1297,72,8,0,0,0,3,4546,30,8,0,0,0,1297,1180,3,0,0,4125
8628,328,0,0,0,1296,986,3,0,0,0,3,11892,30,19,0,0,0,1225,986,3,0,0,992
8629,517,0,0,0,1205,1163,10,0,0,0,2,5254,23,11,223,0,0,0,0,0,0,0,5425
8630,517,1,2246,3385,1187,517,12,0,0,0,0,0,13,10,0,0,0,1187,514,11,0,0,0
8631,412,2,1302,20,358,1098,8,0,0,0,3,3626,11,1,0,1933,21,358,1018,3,0,0,1795
8632,331,0,0,0,1,396,11,0,0,0,4,2868,20,7,0,0,0,1,171,10,0,0,3361
8633,328,0,0,0,1297,630,11,0,0,0,2,2904,16,0,614,0,0,1297,630,11,0,0,4029
8634,328,1,1,4150,1195,1167,3,0,0,0,1,12373,29,0,532,0,0,280,408,10,0,0,0
8635,418,0,0,0,1413,690,3,0,0,0,0,0,7,5,177,0,0,1,690,3,0,0,0
8636,340,2,1523,69,1189,853,12,1,815,680,0,0,5,5,334,1523,4498,1189,847,9,0,0,0
8637,331,1,1,490,1296,212,9,0,0,0,3,12607,12,0,0,0,0,1297,715,11,0,0,7840
8638,418,0,0,0,1457,655,11,0,0,0,4,4927,8,10,0,0,0,1195,644,10,0,0,9891
8639,324,0,0,0,1226,376,11,0,0,0,2,5899,8,8,0,0,0,712,376,11,0,0,4556
8640,418,0,0,0,1457,171,10,3,82,491,3,5725,19,10,223,0,0,1647,171,10,509,489,4442
8641,331,1,1196,3452,1297,396,11,0,0,0,3,4039,24,0,0,0,0,1296,256,3,0,0,1388
8642,519,0,0,0,209,655,11,0,0,0,3,5260,11,12,67,0,0,1293,1021,3,0,0,5720
8643,328,1,1203,3657,1296,909,5,0,0,0,3,5900,28,2,614,0,0,1198,471,11,0,0,12318
8644,516,0,0,0,1195,12,11,0,0,0,4,5239,28,8,0,0,0,1296,995,3,0,0,5238
8645,412,0,0,0,365,1152,11,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
8646,418,0,0,0,1459,510,10,0,0,0,0,0,60,20,0,0,0,1627,510,10,0,0,0
8647,417,0,0,0,1,590,10,0,0,0,2,11516,6,8,346,0,0,351,590,10,0,0,7138
8648,328,0,0,0,1955,1156,11,4,9,2421,3,6296,17,13,0,0,0,1,1156,11,9,2417,11941
8649,326,4,1356,2016,1205,482,9,0,0,0,3,3777,30,4,0,1356,1980,77,400,11,0,0,3514
8650,331,1,2524,4199,1297,1182,8,0,0,0,1,3318,22,5,196,0,0,1297,644,10,0,0,0
8651,412,2,1741,2374,381,1053,8,0,0,0,3,502,7,5,0,1006,2683,448,26,10,0,0,194
8652,519,1,1,172,1195,376,11,0,0,0,2,9815,9,4,67,0,0,1203,376,11,0,0,7747
8653,417,3,1540,3517,1226,474,10,3,79,2611,0,0,13,15,0,1419,2104,1226,474,10,1,275,0
8654,430,2,1624,219,1735,590,10,1,540,1231,1,8109,15,13,0,675,2749,18,216,3,0,0,0
8655,516,1,1838,804,1297,1091,10,0,0,0,2,5528,13,13,0,0,0,1290,656,3,0,0,4308
8656,516,3,249,1272,1303,447,10,0,0,0,3,7661,13,3,0,249,2909,387,710,3,0,0,1901
8657,519,2,249,3846,219,1182,8,1,711,705,4,10702,5,0,91,794,4172,1292,306,11,0,0,11249
8658,412,3,2174,4054,383,480,10,0,0,0,0,0,3,4,0,2451,4204,1,481,12,0,0,0
8659,340,4,1523,2437,1420,61,12,0,0,0,0,0,23,2,0,1519,3857,1,67,12,0,0,0
8660,519,0,0,0,1,909,5,0,0,0,1,5509,18,7,67,0,0,1261,1007,10,0,0,0
8661,516,1,1832,4105,1195,1091,10,0,0,0,3,11936,3,2,0,0,0,1296,904,10,0,0,535
8662,335,0,0,0,1457,471,11,0,0,0,2,2394,35,14,0,0,0,1205,498,10,0,0,7917
8663,326,1,1,4517,1198,12,11,0,0,0,1,12568,32,0,0,0,0,0,0,0,0,0,0
8664,517,0,0,0,1476,919,3,1,1,1139,7,7302,0,0,0,0,0,1195,547,10,0,0,177
8665,517,0,0,0,1204,327,9,0,0,0,2,8163,2,7,0,0,0,1204,197,12,0,0,12661
8666,418,0,0,0,1296,447,10,0,0,0,3,8474,39,8,704,0,0,1296,904,10,0,0,3014
8667,342,1,531,2575,278,69,8,0,0,0,3,3089,18,6,123,0,0,447,717,3,0,0,12287
8668,328,0,0,0,1205,561,12,0,0,0,1,4916,21,15,0,0,0,1205,547,10,0,0,0
8669,519,0,0,0,1192,1163,10,0,0,0,4,5259,13,9,0,0,0,1247,1163,10,0,0,1985
8670,324,0,0,0,683,465,12,0,0,0,1,12457,32,0,67,0,0,1226,904,10,0,0,0
8671,331,0,0,0,1296,12,11,0,0,0,3,9727,20,0,559,0,0,381,100,3,0,0,7440
8672,331,2,920,687,1275,212,9,0,0,0,2,9802,14,3,36,924,773,1275,212,9,0,0,9759
8673,406,0,0,0,673,813,12,0,0,0,3,2452,51,6,0,0,0,673,1156,11,0,0,10472
8674,418,0,0,0,248,12,11,0,0,0,3,7894,21,10,747,0,0,1195,991,10,0,0,6499
8675,519,4,1983,3723,1,482,9,0,0,0,3,4526,0,7,0,1983,4257,1,249,10,0,0,6220
8676,412,5,1809,4516,350,765,12,2,1,1658,0,0,6,12,0,1791,1969,380,100,3,1,2656,0
8677,518,0,0,0,1296,1203,10,0,0,0,3,515,5,14,0,0,0,1296,469,3,0,0,10083
8678,328,2,1278,1456,1297,171,10,0,0,0,0,0,36,2,223,2117,3027,1297,171,10,0,0,0
8679,418,0,0,0,1297,630,11,0,0,0,3,874,26,0,0,0,0,0,0,0,0,0,11313
8680,516,3,2267,1456,1,498,10,0,0,0,4,11425,5,16,0,440,1652,1,498,10,0,0,7670
8681,418,2,1,2997,1275,860,10,0,0,0,2,9042,43,5,223,1,1367,135,860,10,0,0,3662
8682,328,1,1016,3654,1457,510,10,0,0,0,1,5848,14,0,214,0,0,1205,510,10,0,0,0
8683,324,0,0,0,1232,1086,12,1,187,820,2,13042,17,14,0,0,0,1232,376,11,0,0,7102
8684,331,2,919,4104,1457,212,9,0,0,0,4,6939,15,37,0,241,593,1203,69,8,0,0,10234
8685,331,0,0,0,1296,376,11,0,0,0,1,3113,24,4,188,0,0,1296,904,10,0,0,0
8686,418,0,0,0,1297,510,10,0,0,0,1,9355,43,0,0,0,0,0,0,0,0,0,0
8687,418,0,0,0,1296,894,11,1,286,745,3,793,14,12,729,0,0,1296,1002,3,0,0,794
8688,412,2,1203,38,389,153,8,2,606,2056,0,0,9,7,0,1702,485,1,1248,12,1,1808,0
8689,331,0,0,0,1285,900,10,0,0,0,2,3855,36,2,196,0,0,0,0,0,0,0,9506
8690,418,0,0,0,1195,445,3,0,0,0,2,3773,34,8,0,0,0,1275,905,1,0,0,11993
8691,516,1,249,3888,1195,919,3,0,0,0,1,3002,14,6,0,0,0,1296,384,12,0,0,0
8692,418,0,0,0,1296,590,10,0,0,0,2,3861,23,7,0,0,0,361,689,3,0,0,4163
8693,516,0,0,0,1296,1163,10,0,0,0,2,3398,25,5,668,0,0,922,1179,3,0,0,9693
8694,430,3,1203,96,1760,980,11,3,711,762,0,0,1,4,0,1203,3599,0,0,0,359,1529,0
8695,328,0,0,0,834,715,11,0,0,0,4,3257,10,12,0,0,0,1688,715,11,0,0,9677
8696,519,3,1,3873,1460,630,11,1,1,1122,6,11145,5,12,0,1,4083,1195,630,11,0,0,3645
8697,326,0,0,0,478,394,10,0,0,0,3,2410,0,0,0,0,0,280,394,10,0,0,4709
8698,517,0,0,0,248,933,12,1,588,4,4,5753,20,3,0,0,0,248,749,3,0,0,10527
8699,519,1,1304,746,1226,1182,8,1,1,1218,3,10447,17,14,67,0,0,1226,590,10,0,0,3813
8700,519,1,243,858,1232,630,11,0,0,0,3,4870,4,2,0,0,0,1927,630,11,0,0,6042
8701,418,1,1,1981,155,749,3,0,0,0,0,0,40,2,0,0,0,1,476,10,0,0,0
8702,418,1,1,4512,1297,604,11,0,0,0,1,9138,20,1,722,0,0,1413,604,11,0,0,0
8703,331,0,0,0,1297,12,11,0,0,0,2,4762,11,6,0,0,0,1297,12,11,0,0,8857
8704,418,1,1029,3589,416,986,3,0,0,0,1,9049,43,7,716,0,0,1437,986,3,0,0,0
8705,518,0,0,0,165,909,5,0,0,0,2,5371,30,10,0,0,0,1698,590,10,0,0,6271
8706,516,1,2102,2653,1296,212,9,0,0,0,2,11571,5,9,0,0,0,1296,396,11,0,0,12185
8707,328,0,0,0,1459,986,3,0,0,0,2,12615,25,15,614,0,0,1640,161,3,0,0,2286
8708,417,3,1610,4252,1167,953,12,1,218,1523,0,0,9,0,0,404,438,0,0,0,0,0,0
8709,328,0,0,0,1457,547,10,0,0,0,2,3988,4,6,0,0,0,1198,590,10,0,0,5920
8710,328,0,0,0,1296,986,3,2,13,2132,2,11143,37,19,614,0,0,1225,645,3,734,1426,12351
8711,519,2,1919,201,1457,909,5,0,0,0,3,1248,7,6,0,1210,3723,1195,581,11,0,0,11378
8712,331,0,0,0,1,630,11,0,0,0,2,4185,23,7,196,0,0,1,1211,10,0,0,2290
8713,418,0,0,0,1296,980,11,0,0,0,2,12473,16,6,0,0,0,1294,980,11,0,0,12475
8714,331,0,0,0,1,145,3,0,0,0,5,724,38,8,0,0,0,1,970,11,0,0,72
8715,417,5,1519,237,1994,126,8,0,0,0,0,0,6,5,0,855,1186,1011,294,12,0,0,0
8716,516,0,0,0,1275,400,11,0,0,0,2,10705,0,12,0,0,0,1275,1012,8,0,0,11273
8717,418,0,0,0,1296,1163,10,0,0,0,4,12907,31,11,0,0,0,1290,1166,3,0,0,12432
8718,328,1,6,1382,123,69,8,2,134,949,2,90,10,0,0,0,0,1285,425,11,449,950,1699
8719,418,1,1720,1456,1457,12,11,2,297,2157,3,5005,36,21,0,0,0,279,12,11,711,2158,29
8720,519,0,0,0,1296,833,3,0,0,0,2,12639,3,5,0,0,0,1195,680,10,0,0,12837
8721,418,0,0,0,834,1012,8,0,0,0,2,6687,32,8,698,0,0,1275,710,3,0,0,9436
8722,418,1,1029,1613,1297,276,10,0,0,0,1,6854,57,4,740,0,0,1297,281,3,0,0,0
8723,519,0,0,0,1296,12,11,1,290,2026,0,0,17,6,0,0,0,1198,12,11,0,0,0
8724,417,3,1193,1276,613,88,8,0,0,0,0,0,4,1,0,1897,3659,1079,294,12,0,0,0
8725,427,2,2042,3821,383,478,10,0,0,0,0,0,10,8,500,2046,3099,0,0,0,0,0,0
8726,518,0,0,0,1296,434,5,0,0,0,5,12315,7,9,0,0,0,1198,268,3,0,0,9930
8727,418,0,0,0,1457,171,10,0,0,0,2,836,25,11,706,0,0,1205,171,10,0,0,2967
8728,418,1,1203,544,248,12,11,0,0,0,3,6201,26,6,0,0,0,1195,12,11,0,0,1805
8729,331,1,915,2794,1285,154,10,0,0,0,1,3291,14,8,0,0,0,0,0,0,0,0,0
8730,519,1,1391,2459,1457,655,11,0,0,0,3,707,13,12,0,0,0,1205,655,11,0,0,10243
8731,418,0,0,0,1205,445,3,0,0,0,2,2526,13,6,542,0,0,1205,685,3,0,0,6856
8732,326,1,249,3317,1275,1182,8,1,1,813,3,2965,14,6,67,0,0,1275,1182,8,0,0,2901
8733,340,1,1900,778,928,427,10,3,293,955,2,4394,16,11,334,0,0,1192,427,10,13,957,7393
8734,328,1,1720,1456,1,894,11,0,0,0,3,10500,50,15,0,0,0,1275,249,10,0,0,6304
8735,347,1,1899,372,1527,171,10,0,0,0,0,0,1,10,0,0,0,1537,306,11,0,0,0
8736,328,1,2107,4186,1195,12,11,0,0,0,1,6922,7,8,0,0,0,1296,441,10,0,0,0
8737,331,0,0,0,1457,200,3,0,0,0,3,414,19,7,191,0,0,1205,318,3,0,0,11175
8738,342,3,2306,4246,352,69,8,0,0,0,1,6345,13,8,125,581,1276,351,214,3,0,0,0
8739,418,0,0,0,1296,400,11,0,0,0,3,3535,43,8,0,0,0,616,306,11,0,0,2310
8740,418,3,1024,3903,1296,399,3,0,0,0,3,10666,49,0,220,1024,1584,1297,447,10,0,0,6201
8741,430,6,597,547,1765,604,11,0,0,0,0,0,0,1,368,1283,2125,546,259,3,0,0,0
8742,406,2,1034,4414,1203,661,8,0,0,0,2,5469,7,7,0,1034,2926,1296,901,10,0,0,5255
8743,519,1,1,3171,1232,590,10,0,0,0,1,10338,11,5,0,0,0,1232,590,10,0,0,0
8744,516,0,0,0,1296,680,10,1,1,1464,1,11925,11,8,0,0,0,280,680,10,0,0,0
8745,412,4,1569,4376,559,36,12,2,1,335,1,7073,9,0,0,1203,1531,366,408,10,364,921,0
8746,418,2,2377,367,1305,376,11,0,0,0,1,7542,38,16,721,2377,2721,29,637,10,0,0,0
8747,331,0,0,0,1195,171,10,0,0,0,3,11761,10,6,0,0,0,1205,174,3,0,0,11760
8748,328,1,2117,201,1457,400,11,0,0,0,3,3786,11,8,0,0,0,1640,400,11,0,0,5124
8749,412,0,0,0,365,352,11,4,524,788,3,12111,5,6,0,0,0,0,0,0,148,1432,11171
8750,342,2,1,1017,1348,1182,8,0,0,0,1,6935,12,15,0,1,1017,1600,1149,10,0,0,0
8751,332,0,0,0,1518,69,8,0,0,0,3,3028,24,11,300,0,0,1265,590,10,0,0,11898
8752,331,0,0,0,1297,1156,11,0,0,0,3,1368,11,6,0,0,0,0,0,0,0,0,8595
8753,418,1,2374,1563,1814,427,10,0,0,0,2,11182,31,17,215,0,0,1226,427,10,0,0,7811
8754,418,0,0,0,1226,171,10,0,0,0,1,2578,23,13,0,0,0,1225,402,10,0,0,0
8755,328,0,0,0,1297,909,5,0,0,0,5,8689,21,6,0,0,0,1297,284,3,0,0,6698
8756,332,2,2117,2024,1,12,11,0,0,0,4,10597,12,0,241,2113,3284,1,12,11,0,0,1270
8757,519,1,299,2374,1457,655,11,0,0,0,1,7676,20,4,473,0,0,1195,590,10,0,0,0
8758,418,2,2117,1521,1195,624,9,0,0,0,2,3744,22,7,0,2359,3138,1205,841,10,0,0,3375
8759,328,3,632,3287,1134,909,5,0,0,0,2,6285,27,16,614,1,2325,1275,427,10,0,0,9361
8760,328,0,0,0,0,0,0,0,0,0,5,12553,0,0,0,0,0,0,0,0,0,0,12552
8761,519,1,241,1156,1457,630,11,0,0,0,1,7665,0,5,67,0,0,125,630,11,0,0,0
8762,517,2,1969,1779,1286,85,8,0,0,0,0,0,2,0,0,1683,445,1203,617,12,0,0,0
8763,516,2,1,2678,1784,510,10,0,0,0,2,9639,17,7,0,1,2378,264,510,10,0,0,7599
8764,418,0,0,0,1275,860,10,0,0,0,3,10551,16,13,722,0,0,1189,860,10,0,0,6633
8765,406,0,0,0,1189,847,9,0,0,0,3,5995,20,6,0,0,0,1189,590,10,0,0,9089
8766,328,1,337,2994,1296,811,8,0,0,0,3,60,11,0,0,0,0,1290,860,10,0,0,11148
8767,418,1,1,557,1297,12,11,0,0,0,4,11600,0,8,0,0,0,1195,1147,10,0,0,2121
8768,331,0,0,0,1457,498,10,1,531,1065,3,12521,4,22,0,0,0,1205,498,10,0,0,2362
8769,417,2,1769,1526,1,514,11,1,338,1738,0,0,17,7,0,2222,845,299,515,12,0,0,0
8770,516,0,0,0,1275,581,11,0,0,0,3,7207,30,20,0,0,0,1275,590,10,0,0,10721
8771,418,1,2358,1674,1297,680,10,0,0,0,3,6568,49,0,0,0,0,0,0,0,0,0,7783
8772,418,0,0,0,1411,478,10,0,0,0,0,0,43,10,0,0,0,0,0,0,0,0,0
8773,326,1,1100,3265,1296,991,10,0,0,0,4,2648,4,0,0,0,0,1296,433,10,0,0,2647
8774,418,0,0,0,1,1012,8,0,0,0,2,2502,38,12,0,0,0,1,864,3,0,0,5218
