岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位
516,0,[],[],[1255 1357],[21 1135],[13 12 18],0,[],[],4,[7346 7345 7199 7038],28,8,[]
412,0,[],[],[382],[1306],[13 11],0,[],[],0,[],4,3,[]
418,0,[],[],[1530 1718],[587 587],[12 24],0,[],[],0,[],60,20,[]
417,0,[],[],[0 367],[679 679],[12 24],0,[],[],2,[16115 10050],6,8,[357]
328,0,[],[],[2073 0],[1314 1314],[13 12 26 11],4,[8 8 8 602],[2848 2842 2835 2827],3,[8883 16750 2687],17,13,[]
326,4,[1678 1678 1678 1678],[2488 2459 3070 537],[1265 80],[559 465],[8 5 13 12 26 11],0,[],[],3,[5322 4952 1266],30,4,[]
331,1,[3065],[5163],[1358 1358],[1342 737],[7 24],0,[],[],1,[4683],22,5,[198]
412,2,[2167 1260],[3070 3294],[398 471 471],[1201 31 440],[7 25 14],0,[],[],3,[679 277 14389],7,5,[]
519,1,[0],[217],[1255 1263],[439 439],[13 12 26 11],0,[],[],2,[13773 10894],9,4,[88]
417,3,[1915 1763 1382],[4312 2593 361],[1287 1287 0],[544 544 155],[12 25 21],3,[93 0 796],[3071 332 1225],0,[],13,15,[]
430,2,[2013 825],[267 3375],[1837 18 1837],[679 253 679],[12 19 24],1,[624],[1449],1,[11403],15,13,[]
516,1,[2280],[980],[1358 1351],[1245 751],[12 18],0,[],[],2,[7779 6052],13,13,[]
516,3,[308 308 308],[1587 3567 5513],[1366 405],[518 815],[12 18],0,[],[],3,[10781 2668 14374],13,3,[]
519,2,[308 976],[4879 5132],[231 1353],[1342 352],[7 26 11],1,[826],[837],4,[14975 15746 4459 17587],5,0,[91]
412,3,[2669 2984 1498],[4985 5169 5105],[400 0 294 400 400],[552 551 1342 1342 552],[12 27 22 22 24],0,[],[],0,[],3,4,[]
340,4,[1896 1901 519 1987],[2995 4753 1039 576],[1488 0 0 0],[71 78 978 62],[0 27 23 5 13 12 14],0,[],[],0,[],23,2,[]
519,0,[],[],[0 1322],[1046 1149],[5 13 12 24],0,[],[],1,[7747],18,7,[88]
516,1,[2274],[5060],[1255 1357],[1245 1038],[12 24],0,[],[],3,[16744 730 728],3,2,[]
335,0,[],[],[1538 1265],[542 573],[13 12 24],0,[],[],2,[3375 11151],35,14,[]
326,1,[0],[5564],[1258],[21],[13 11],0,[],[],1,[17625],32,0,[]
517,0,[],[],[1551 1255],[1063 631],[4 24],1,[0],[1341],7,[10287 256 10194 10159 854 10832 1864],0,0,[]
517,0,[],[],[1264 1264 80],[382 230 822],[8 5 13 12 27 26 11],0,[],[],2,[11475 17740],2,7,[]
418,0,[],[],[1357 1357],[518 1038],[12 24],0,[],[],3,[11894 4246 4978],39,8,[718]
342,1,[651],[3159],[291 470],[80 823],[7 18],0,[],[],3,[4353 17246 17272],18,6,[125]
328,0,[],[],[1265 1265 1248],[647 631 785],[0 25 18],0,[],[],1,[6911],21,15,[]
519,0,[],[],[1252 1308],[1321 1321],[12 24],0,[],[],4,[7378 2780 13704 17528],13,9,[]
324,0,[],[],[719 1287],[534 1038],[0 24],0,[],[],1,[17460],32,0,[88]
331,0,[],[],[1357 398],[21 117],[13 12 18],0,[],[],3,[13650 10478 15500],20,0,[566]
331,2,[1132 1134],[836 934],[1336 1336],[250 250],[8 5 13 12 23 5 13 11],0,[],[],2,[13756 13689],14,3,[41]
406,0,[],[],[709 709 1285],[937 1314 1314],[0 26 12 26 11],0,[],[],3,[3456 14659 2031],51,6,[]
418,0,[],[],[263 1255 1255],[21 1130 21],[13 12 25 26 11],0,[],[],3,[11114 9145 7652],21,10,[758]
519,4,[2447 2447 2469 287],[4626 5235 2452 4031],[0 0],[559 293],[8 5 13 12 24],0,[],[],3,[6364 8779 8071],0,7,[]
412,5,[2250 2228 554 1250 2037],[5563 2422 499 3399 3393],[366 397 397],[881 117 134],[0 19 14],2,[0 0],[1963 3123],0,[],6,12,[]
518,0,[],[],[1357 1357],[1364 539],[12 18],0,[],[],3,[694 14118 15821],5,14,[]
328,2,[1585 2613],[1821 3713],[1358 1358],[203 203],[12 24],0,[],[],0,[],36,2,[232]
418,0,[],[],[1358],[726],[13 11],0,[],[],3,[1215 15835 17488],26,0,[]
516,3,[2773 522 1417],[1821 2042 1650],[0 0],[573 573],[12 24],0,[],[],4,[15991 10790 13231 9019],5,16,[]
418,2,[0 0],[3677 1678],[1336 141],[986 986],[12 24],0,[],[],2,[12668 5161],43,5,[232]
328,1,[1272],[4490],[1538 1265 0],[587 587 587],[12 25 24],0,[],[],1,[8249],14,0,[219]
324,0,[],[],[1293 1293 1293],[1237 439 679],[0 26 12 24],1,[225],[975],2,[18302 10007],17,14,[]
331,2,[1141 287],[5056 717],[1538 1263 0],[250 80 80],[8 5 13 12 22 21],0,[],[],4,[9753 14338 16574 16607],15,37,[]
331,0,[],[],[1357 1357],[439 1038],[13 12 24],0,[],[],1,[4383],24,4,[193]
418,0,[],[],[1358],[587],[11],0,[],[],1,[13128],43,0,[]
418,0,[],[],[1357 1357],[1025 1143],[13 12 18],1,[345],[885],3,[1103 1104 16042],14,12,[739]
412,2,[1491 2115],[47 604],[408 0 0],[183 1412 1109],[7 27 26 11],2,[709 0],[2411 2132],0,[],9,7,[]
331,0,[],[],[1346],[1030],[11],0,[],[],2,[5442 13337],36,2,[198]
418,0,[],[],[1255 1336],[514 1035],[4 15],0,[],[],2,[5315 16818],34,8,[]
516,1,[308],[4788],[1255 1357],[1063 444],[4 14],0,[],[],1,[4225],14,6,[]
418,0,[],[],[1357 378],[679 792],[12 18],0,[],[],2,[5448 5860],23,7,[]
516,0,[],[],[1357 969],[1321 1336],[12 18],0,[],[],2,[4795 13600],25,5,[681]
430,3,[1491 1491 1491],[121 4424 4713],[1864],[1119],[13 11],3,[826 424 164],[903 1814 1915],0,[],1,4,[]
328,0,[],[],[881 1786],[822 822],[13 12 26 11],0,[],[],4,[4596 13575 10216 6973],10,12,[]
519,3,[0 0 0],[4775 5034 3993],[1531 1255],[726 726],[13 12 26 11],1,[0],[1321],6,[15589 5135 14793 4092 9867 2944],5,12,[]
326,0,[],[],[503 294],[457 457],[12 24],0,[],[],3,[3399 6625 1728],0,0,[]
517,0,[],[],[263 263 1265],[1064 866 670],[0 19 26 11],1,[685],[3],4,[8110 14731 8111 5800],20,3,[]
519,1,[1616],[904],[1287 1287],[1342 679],[7 24],1,[0],[1435],3,[14626 5381 5842],17,14,[88]
519,1,[285],[1052],[1293 2044],[726 726],[13 12 26 11],0,[],[],3,[6846 8524 7507],4,2,[]
418,1,[0],[2452],[171 0],[866 546],[4 24],0,[],[],0,[],40,2,[]
418,1,[0],[5558],[1358 1482],[696 696],[13 12 26 11],0,[],[],1,[12822],20,1,[737]
331,0,[],[],[1358 1358],[21 21],[13 12 26 11],0,[],[],2,[6698 12409],11,6,[]
418,1,[1287],[4410],[437 1510],[1125 1125],[4 18],0,[],[],1,[12680],43,7,[741]
518,0,[],[],[175 1796],[1046 679],[5 13 12 24],0,[],[],2,[7543 8845],30,10,[]
516,1,[2597],[3250],[1357 1357 1357],[250 461 250],[8 5 13 12 26 12 23 5 13 11],0,[],[],2,[16188 17098],5,9,[]
328,0,[],[],[1530 1732],[1125 191],[4 18],0,[],[],2,[17681 3211],25,15,[624]
417,3,[1997 484 2346],[5228 530 4415],[1226],[1089],[0],1,[258],[1807],0,[],9,0,[]
328,0,[],[],[1538 1258],[631 679],[12 24],0,[],[],2,[5627 8349],4,6,[]
328,0,[],[],[1357 1286],[1125 738],[4 18],2,[20 845],[2502 1686],2,[15584 17325],37,19,[624]
519,2,[2374 1497],[275 4626],[1538 1255],[1046 670],[5 13 12 26 11],0,[],[],3,[1749 15926 2104],7,6,[]
331,0,[],[],[0 0],[726 1373],[13 12 24],0,[],[],2,[5888 3218],23,7,[198]
418,0,[],[],[1357 1355],[1119 1119],[13 12 26 11],0,[],[],2,[17477 17481],16,6,[]
331,0,[],[],[0 0 0],[171 1109 203],[4 26 12 24],0,[],[],5,[1009 97 12908 17531 16599],38,8,[]
417,5,[1901 1055 1953 2195 684],[288 1444 226 2432 4156],[2114 1066],[155 339],[7 14],0,[],[],0,[],6,5,[]
516,0,[],[],[1336 1336],[465 1155],[13 12 21],0,[],[],2,[14979 15779],0,12,[]
418,0,[],[],[1357 1351],[1321 1322],[12 18],0,[],[],4,[18115 17424 8499 5160],31,11,[]
328,1,[5],[1697],[143 1346],[80 492],[7 26 11],2,[159 521],[1118 1120],2,[130 2407],10,0,[]
418,1,[2139],[1821],[1538 293],[21 21],[13 12 26 11],2,[356 826],[2535 2536],3,[7034 36 35],36,21,[]
519,0,[],[],[1357 1255],[959 784],[4 24],0,[],[],2,[17714 17991],3,5,[]
418,0,[],[],[881 1336],[1155 815],[7 18],0,[],[],2,[9394 13235],32,8,[709]
418,1,[1287],[1990],[1358 1358],[321 325],[12 18],0,[],[],1,[9651],57,4,[755]
519,0,[],[],[1357 1258 1258],[21 21 1344],[13 12 26 12 18],1,[349],[2378],0,[],17,6,[]
417,3,[1479 2352 1146],[1574 4497 2437],[643 1132],[106 339],[7 14],0,[],[],0,[],4,1,[]
427,2,[2513 2520],[4711 3801],[400],[549],[11],0,[],[],0,[],10,8,[507]
518,0,[],[],[1357 1258],[503 312],[5 13 12 18],0,[],[],5,[17283 13928 16933 1282 11470],7,9,[]
418,0,[],[],[1538 1265],[203 203],[12 24],0,[],[],2,[1166 4180],25,11,[715]
418,1,[1491],[664],[263 1255],[21 21],[13 12 26 11],0,[],[],3,[8757 2544 5501],26,6,[]
331,1,[1128],[3432],[1346],[184],[11],0,[],[],1,[4647],14,8,[]
519,1,[1723],[3017],[1538 1265],[750 750],[13 12 26 11],0,[],[],3,[987 14351 6554],13,12,[]
418,0,[],[],[1265 1265],[514 788],[4 18],0,[],[],2,[3552 9656],13,6,[548]
326,1,[308],[4060],[1336 1336],[1342 1342],[7 21],1,[0],[968],3,[4178 4082 5011],14,6,[88]
340,1,[2355],[939],[978 1252],[495 495],[12 24],3,[353 20 20],[1127 1129 1131],2,[6174 10407],16,11,[346]
328,1,[2139],[1821],[0 1336],[1025 293],[13 12 24],0,[],[],3,[14691 8882 10429],50,15,[]
347,1,[2354],[450],[1604 1619 2003],[203 352 352],[12 26 12 26 11],0,[],[],0,[],1,10,[]
328,1,[2596],[5147],[1255 1357],[21 509],[13 12 24],0,[],[],1,[9731],7,8,[]
331,0,[],[],[1538 1265],[233 365],[4 18],0,[],[],3,[569 15642 5334],19,7,[207]
342,3,[2824 711 154],[5222 1574 3070],[368 367],[80 251],[7 18],0,[],[],1,[8933],13,8,[140]
418,0,[],[],[1357 644 1358],[465 352 352],[13 12 26 12 26 11],0,[],[],3,[4988 3250 13602],43,8,[]
418,3,[1303 1303 1303],[4805 1951 1920],[1357 1358],[462 518],[4 24],0,[],[],3,[14930 8757 941],49,0,[244]
430,6,[731 1592 1603 604 1149 0],[668 2619 777 2613 1476 787],[1871 575],[696 303],[13 12 18],0,[],[],0,[],0,1,[393]
406,2,[1296 1296],[5433 3583],[1263 1357],[757 1032],[7 24],0,[],[],2,[7688 7368],7,7,[]
519,1,[0],[3890],[1293 1293],[679 679],[12 24],0,[],[],1,[14485],11,5,[]
516,0,[],[],[1357 294 0],[784 784 784],[12 25 24],1,[0],[1731],1,[16727],11,8,[]
412,4,[1947 1491 207 590],[5393 1889 3378 1174],[587 383],[41 475],[0 24],2,[0 428],[398 1090],1,[9956],9,0,[]
418,2,[2888 2888],[445 3337],[1365 29],[439 730],[13 12 24],0,[],[],1,[10614],38,16,[731]
331,0,[],[],[1255 1265],[203 205],[12 18],0,[],[],3,[16486 16485 10594],10,6,[]
328,1,[2613],[275],[1538 1732],[465 465],[13 12 26 11],0,[],[],3,[5338 7195 14652],11,8,[]
412,0,[],[],[382],[403],[13 11],4,[604 180 180 407],[932 1692 926 747],3,[16977 15635 4566],5,6,[]
342,2,[0 0],[1248 1248],[1422 1688],[1342 1304],[7 24],0,[],[],1,[9747],12,15,[]
332,0,[],[],[1596 1326],[80 679],[7 24],0,[],[],3,[4264 16683 14264],24,11,[305]
331,0,[],[],[1358],[1314],[13 11],0,[],[],3,[1918 12057 99],11,6,[]
418,1,[2885],[1930],[1922 1287],[495 495],[12 24],0,[],[],2,[15653 10998],31,17,[217]
418,0,[],[],[1287 1286 1287],[203 467 203],[12 25 24],0,[],[],1,[3618],23,13,[]
328,0,[],[],[1358 1358],[1046 328],[5 13 12 18],0,[],[],5,[12183 9412 18035 14329 13408],21,6,[]
332,2,[2613 2603],[2493 4022],[0 0],[21 21],[13 12 26 11],0,[],[],4,[14836 1781 1780 3160],12,0,[245]
519,1,[359],[3070],[1538 1255],[750 679],[13 12 24],0,[],[],1,[10798],20,4,[480]
418,2,[2613 2871],[1874 3850],[1255 1265],[717 967],[8 5 13 12 24],0,[],[],2,[5277 4760],22,7,[]
328,3,[774 0 139],[4025 2869 1902],[1189 1336],[1046 495],[5 13 12 24],0,[],[],2,[8862 13120],27,16,[624]
328,0,[],[],[],[],[],0,[],[],5,[17605 17604 17790 18201 16426],0,0,[]
519,1,[287],[1402],[1538 131],[726 726],[13 12 26 11],0,[],[],1,[10785],0,5,[88]
517,2,[2432 2086],[2199 538],[1347 1263 1347],[101 709 101],[7 27 21],0,[],[],0,[],2,0,[]
516,2,[0 0],[3276 2934],[1890 276],[587 587],[12 24],0,[],[],2,[13516 10689],17,7,[]
418,0,[],[],[1336 1248],[986 986],[12 24],0,[],[],3,[14773 9318 9316],16,13,[737]
406,0,[],[],[1248 1248],[978 679],[8 5 13 12 24],0,[],[],3,[8461 12749 8347],20,6,[]
328,1,[403],[3673],[1357 1351],[934 986],[7 24],0,[],[],3,[84 15596 11433],11,0,[]
418,1,[0],[679],[1358 1255 1255],[21 1301 21],[13 12 25 26 11],0,[],[],4,[16223 2982 4422 13012],0,8,[]
331,0,[],[],[1538 1265],[573 573],[12 24],1,[613],[1259],3,[17558 3337 16229],4,22,[]
417,2,[2201 2720],[1884 1035],[0 314 0],[591 590 591],[13 12 27 26 11],1,[401],[2053],0,[],17,7,[]
516,0,[],[],[1336 1336],[670 679],[13 12 24],0,[],[],3,[10143 15001 9922],30,20,[]
418,1,[2874],[2071],[1358],[784],[11],0,[],[],3,[9237 10952 13359],49,0,[]
418,0,[],[],[1480],[549],[11],0,[],[],0,[],43,10,[]
326,1,[1368],[4002],[1357 1357],[1130 499],[12 24],0,[],[],4,[3715 3714 8344 6021],4,0,[]
418,0,[],[],[0 0],[1155 990],[7 18],0,[],[],2,[3515 7318],38,12,[]
328,1,[2287],[4632],[1357 1358],[591 492],[13 12 26 11],0,[],[],2,[17226 17221],0,2,[]
518,1,[2603],[1806],[1350 1355],[213 518],[13 12 24],0,[],[],2,[10883 13989],10,11,[]
518,1,[1497],[4612],[1538 1248],[21 21],[13 12 26 11],0,[],[],2,[11841 16634],12,12,[659]
331,2,[2921 315],[2504 3410],[1357 378],[184 1027],[12 24],1,[73],[1976],1,[17723],17,6,[]
518,1,[287],[4978],[1350 1350 76 0],[979 978 213 213],[0 23 5 13 12 26 12 26 11],0,[],[],8,[16962 2166 3723 8007 5365 13360 17416 16086],0,10,[]
516,0,[],[],[1357 1357],[492 492],[13 12 26 11],0,[],[],2,[6142 4595],0,2,[]
326,1,[3077],[3216],[1357 294],[726 726],[13 12 26 11],0,[],[],0,[],8,2,[]
328,0,[],[],[1358 1358],[670 263],[13 12 24],0,[],[],1,[12848],10,8,[]
328,0,[],[],[143 294],[21 448],[13 12 18],0,[],[],2,[10303 8907],45,9,[]
517,0,[],[],[767 789 1288],[696 696 370],[13 12 26 12 18],0,[],[],3,[13401 2884 2626],9,23,[]
519,1,[2131],[4734],[188 1258],[1034 1030],[0 24],1,[0],[13],1,[6592],27,2,[]
331,0,[],[],[1357 294],[171 171],[4 18],0,[],[],2,[9468 685],18,6,[198]
418,0,[],[],[1357 1357],[21 21],[13 12 26 11],2,[590 709],[515 515],0,[],3,10,[24]
412,0,[],[],[1336],[1025],[13 11],2,[81 0],[2237 2243],0,[],0,4,[421]
519,0,[],[],[1357 1357 1288],[1348 1321 1321],[0 25 24],0,[],[],2,[1757 8329],3,18,[]
328,1,[975],[555],[1990 1357],[449 1155],[0 21],0,[],[],2,[18325 18322],21,5,[]
418,0,[],[],[0 1357],[21 21],[13 12 26 11],0,[],[],3,[15873 2335 8751],16,11,[568]
516,3,[2830 2830 0],[1821 3324 2643],[0 368],[587 587],[12 24],0,[],[],2,[1948 6240],11,3,[]
518,2,[1491 1818],[3104 4518],[835 1327],[1025 325],[13 12 18],0,[],[],0,[],7,9,[]
347,1,[1526],[2516],[1840 1854],[670 670],[13 12 26 11],4,[797 198 434 602],[1416 1417 1424 1409],3,[2479 386 15093],5,40,[364]
418,0,[],[],[1990 1357],[465 726],[13 12 26 11],0,[],[],2,[9765 7002],32,24,[737]
340,0,[],[],[1315],[1038],[11],1,[0],[1831],3,[5407 706 13395],6,8,[342]
418,0,[],[],[517 1786 1336],[1119 1081 1119],[13 12 26 12 26 11],3,[0 544 544],[2341 2341 1637],3,[599 11611 8321],9,7,[]
516,1,[287],[3684],[1357],[974],[0],0,[],[],5,[11121 8185 3699 1860 715],0,8,[]
406,2,[238 641],[533 2927],[1248 1357 750 0],[98 143 1342 1342],[0 27 22 21],0,[],[],3,[8592 4311 467],19,1,[]
418,0,[],[],[0 0],[784 315],[12 18],0,[],[],1,[6821],20,2,[]
519,0,[],[],[774 405],[638 638],[13 12 26 11],3,[652 364 0],[1360 1366 1377],4,[7825 5477 6632 12552],26,9,[259]
340,1,[841],[4172],[1329 1318],[80 203],[7 24],1,[590],[590],8,[13285 13293 13305 13204 13291 13275 13228 13307],9,10,[]
417,2,[2569 1953],[3003 2481],[573],[666],[13 11],0,[],[],4,[16842 15105 11205 12066],7,0,[]
519,0,[],[],[1551 1254],[461 461],[13 12 26 11],1,[826],[1977],0,[],3,7,[]
342,1,[1505],[3280],[290 495],[660 817],[7 18],0,[],[],1,[16755],21,2,[]
519,2,[287 287],[3717 4989],[1350 1350 0 76],[979 978 978 213],[0 23 5 13 12 23 5 13 12 26 11],0,[],[],4,[2166 3723 8007 17416],0,10,[]
412,0,[],[],[0 1258],[442 315],[12 18],1,[88],[541],3,[4890 4891 6812],12,17,[]
328,0,[],[],[1538 1263],[1321 1321],[12 24],0,[],[],2,[17363 6761],16,10,[609]
328,2,[260 260],[2283 2786],[218 1357],[587 314],[12 24],0,[],[],0,[],11,5,[]
328,0,[],[],[1255 1265],[750 750],[13 12 26 11],0,[],[],0,[],17,3,[3]
412,1,[2533],[740],[1357 1357],[142 396],[4 17],0,[],[],0,[],14,0,[287]
517,0,[],[],[0 0],[1028 1321],[7 24],0,[],[],2,[8208 7359],14,11,[417]
430,3,[2016 1591 2016],[361 2888 3995],[397 401],[352 784],[13 12 24],0,[],[],4,[10091 4132 1331 13350],4,13,[386]
517,0,[],[],[1287 1288],[1342 352],[7 26 11],0,[],[],2,[4075 11123],14,6,[677]
332,1,[0],[4958],[262 1265],[510 227],[4 18],0,[],[],2,[10291 4289],38,8,[300]
328,0,[],[],[1538 1263],[1321 1321],[12 24],0,[],[],3,[2628 8722 14016],15,4,[2]
418,0,[],[],[881 1786],[518 506],[12 18],0,[],[],3,[5441 6433 10239],40,3,[]
516,1,[2833],[498],[1357 1096],[503 726],[5 13 12 26 11],0,[],[],1,[262],12,2,[694]
328,0,[],[],[0],[1046],[5 13 11],0,[],[],0,[],3,0,[]
430,3,[2325 1491 1392],[5187 1155 275],[1676 1821 1609],[1201 679 1169],[7 25 14],3,[0 651 685],[1447 1446 209],3,[10402 1446 10867],12,15,[]
412,4,[2858 2858 152 1685],[1146 3571 2268 1106],[398 564 397],[189 189 189],[7 22 21],2,[322 322],[486 2685],1,[18167],9,0,[]
328,0,[],[],[171 1732],[80 1155],[7 21],0,[],[],3,[10475 8511 13390],5,4,[]
328,0,[],[],[0 0 1884],[1155 1138 67],[7 19 14],0,[],[],1,[7878],23,6,[]
519,0,[],[],[1255 1252],[1314 1314],[13 12 26 11],0,[],[],3,[13069 11797 5809],14,21,[502]
517,2,[1372 287],[2356 4029],[1347 1354],[861 544],[7 24],0,[],[],5,[6269 6553 6376 4062 6177],10,1,[]
326,0,[],[],[1357 1255],[679 787],[12 18],0,[],[],3,[1210 13569 5823],17,10,[]
417,1,[2513],[498],[471 471],[454 591],[7 26 11],1,[905],[1303],0,[],2,4,[]
412,3,[2182 1947 1793],[195 62 977],[397 398],[492 203],[13 12 24],2,[736 685],[2681 3053],2,[1489 9980],14,19,[]
412,2,[1947 1003],[4787 5514],[341 341],[1109 213],[13 12 26 11],3,[458 934 458],[2413 635 604],1,[4143],4,11,[]
328,0,[],[],[1350 294],[1321 818],[12 18],0,[],[],1,[12410],2,20,[568]
331,0,[],[],[1358],[696],[13 11],0,[],[],3,[23 10680 6258],20,3,[]
332,0,[],[],[1357 1351],[1245 1166],[12 18],0,[],[],3,[622 16995 16994],26,0,[]
342,2,[673 673],[1587 1152],[0 470],[1095 1304],[13 12 24],0,[],[],2,[2691 16838],10,7,[]
332,0,[],[],[263 1255],[1125 448],[4 18],0,[],[],1,[10838],48,13,[]
516,0,[],[],[1357 1358],[461 171],[13 12 18],0,[],[],2,[4748 7782],17,0,[]
516,1,[0],[1906],[751 751 0],[542 542 542],[13 12 26 12 26 11],0,[],[],2,[6234 12648],15,0,[]
516,1,[791],[2703],[1336 1248],[563 788],[12 18],0,[],[],2,[5088 10068],3,5,[]
331,0,[],[],[1357 1353],[1322 1322],[4 18],0,[],[],2,[11720 5608],25,9,[193]
519,1,[0],[1051],[1357 1346],[1037 343],[12 18],0,[],[],2,[11992 15992],13,16,[88]
516,0,[],[],[0 1336],[822 822],[13 12 26 11],0,[],[],1,[3398],24,7,[]
418,0,[],[],[1358 1358],[1025 139],[13 12 24],0,[],[],4,[14594 4138 2797 13425],0,19,[]
516,0,[],[],[511 1336],[250 509],[8 5 13 12 24],0,[],[],4,[2690 14343 2922 13815],32,1,[]
328,0,[],[],[1357 1346],[1321 1321],[12 24],0,[],[],3,[16695 6739 6357],17,6,[]
328,0,[],[],[1357 1351],[1321 1322],[12 18],0,[],[],2,[17335 16065],35,11,[624]
516,1,[287],[338],[1357 1252],[439 439],[13 12 26 11],0,[],[],2,[17764 16530],8,6,[]
418,1,[2583],[847],[1357 1346],[544 323],[12 18],0,[],[],2,[1641 9057],8,14,[737]
331,0,[],[],[1336 1336],[1342 293],[7 24],0,[],[],2,[17720 7384],23,11,[]
342,2,[645 645],[5060 3216],[1357 1358],[1063 1321],[4 24],0,[],[],0,[],11,8,[]
418,0,[],[],[1357 1357],[670 475],[13 12 24],0,[],[],4,[15264 12847 9251 5291],19,8,[]
418,1,[1296],[2249],[739 1286],[726 1301],[13 12 24],0,[],[],2,[14006 9715],40,12,[737]
518,1,[0],[5145],[2053 2053],[21 46],[13 12 18],0,[],[],3,[7662 13878 12369],35,0,[311]
342,0,[],[],[1255 1357],[1034 1034],[0 14],0,[],[],3,[1461 1462 1460],18,8,[]
519,1,[0],[1411],[0 1993 1993 1357],[250 250 475 250],[8 5 13 12 23 5 13 12 25 23 5 13 11],0,[],[],4,[9874 14807 14621 13846],0,13,[]
340,3,[1896 1896 1192],[219 4622 3594],[397 397],[750 931],[13 12 24],0,[],[],0,[],7,1,[]
418,0,[],[],[],[],[],0,[],[],0,[],0,2,[]
331,1,[54],[4968],[19 1241],[503 726],[5 13 12 26 11],0,[],[],2,[9625 541],30,6,[41]
427,3,[1573 1573 0],[970 321 4679],[1118 396],[1095 504],[13 12 18],4,[0 0 0 0],[2377 2333 1166 1168],0,[],7,4,[]
516,1,[287],[5341],[1357 1357],[638 638],[13 12 26 11],1,[795],[1359],4,[15599 1922 10905 1452],13,18,[]
328,0,[],[],[1538 1255],[1321 1321],[12 24],0,[],[],2,[8883 832],45,0,[624]
519,1,[271],[2452],[1255 1255 1254],[542 542 546],[13 12 26 12 24],0,[],[],1,[15381],10,10,[]
519,3,[815 245 2240],[2268 1191 1346],[1350],[250],[8 5 13 11],0,[],[],3,[7137 6916 6307],8,6,[]
417,3,[1195 117 1896],[5155 3758 2023],[540 548],[195 999],[7 18],0,[],[],3,[253 9981 17036],15,8,[]
412,2,[2620 2989],[1314 1311],[1357 914],[822 819],[13 12 18],0,[],[],11,[15526 3662 2649 6541 6799 15464 439 15323 1828 4021 664],3,11,[]
331,1,[1134],[2268],[974 1252 397],[131 21 21],[7 26 12 26 11],0,[],[],2,[5697 9082],18,5,[207]
340,1,[1901],[3702],[1357 1555],[1046 972],[5 13 12 18],0,[],[],5,[6515 3263 2041 147 17741],13,5,[346]
519,1,[0],[1820],[1357 1919],[21 21],[13 12 26 11],0,[],[],1,[872],3,10,[]
518,0,[],[],[1357 1358],[1109 1119],[13 12 26 11],0,[],[],0,[],18,12,[]
328,0,[],[],[263 1255],[1081 817],[13 12 18],0,[],[],2,[16335 10019],8,17,[]
331,0,[],[],[243 1258],[495 321],[12 24],0,[],[],1,[14516],39,0,[36]
516,1,[264],[2151],[1264 1326],[913 1155],[7 21],0,[],[],2,[15918 13077],7,6,[397]
328,1,[664],[2914],[1357 80],[1046 475],[5 13 12 24],0,[],[],3,[8786 17357 14447],30,4,[232]
517,0,[],[],[1357 1357],[1321 302],[12 18],0,[],[],4,[8967 6794 6733 5354],12,4,[]
342,1,[690],[814],[1352],[1089],[0],0,[],[],2,[591 7437],26,0,[]
519,1,[0],[1821],[1252 1260],[250 250],[8 5 13 12 23 5 13 11],0,[],[],2,[11033 5142],5,0,[]
328,0,[],[],[219 1357],[80 475],[7 24],0,[],[],1,[15114],23,2,[630]
518,0,[],[],[1246],[670],[13 11],0,[],[],2,[1714 1095],14,9,[88]
519,5,[272 2389 312 1309 622],[3751 3751 3751 3751 2041],[1358 1357],[80 227],[7 18],1,[845],[655],5,[16001 10404 1069 13557 14708],0,10,[]
328,0,[],[],[862 1357],[495 495],[12 24],0,[],[],2,[16071 17824],16,5,[]
331,0,[],[],[48 1246],[250 1119],[8 5 13 12 26 11],0,[],[],2,[13089 1807],10,13,[]
342,3,[684 0 684],[2466 1559 3727],[685 470],[352 784],[13 12 24],0,[],[],1,[12040],8,6,[139]
516,0,[],[],[178 1357],[978 994],[8 5 13 12 14],0,[],[],2,[15300 12830],4,5,[]
517,0,[],[],[1847 1287],[1314 203],[13 12 24],0,[],[],2,[14290 15459],16,3,[172]
328,0,[],[],[1287 799],[465 726],[13 12 26 11],0,[],[],3,[6494 7234 14755],14,18,[624]
331,1,[1130],[412],[1979],[1081],[13 11],0,[],[],1,[14413],9,0,[]
516,1,[287],[408],[1357 1358],[542 1155],[13 12 21],0,[],[],4,[13690 16457 12903 10536],0,9,[694]
417,4,[1865 933 0 1663],[1973 3901 1911 1520],[550 567],[80 80],[7 21],3,[590 421 430],[1582 2151 1588],0,[],0,11,[]
412,3,[140 1759 861],[2268 637 2624],[397 398],[184 699],[12 18],0,[],[],0,[],4,5,[287]
519,4,[2388 2388 2388 1287],[2459 2459 4462 3070],[1358 1358],[591 822],[13 12 26 11],0,[],[],4,[3634 3090 6458 3911],4,13,[]
340,3,[1896 1762 0],[5401 5548 5353],[480 1429],[1190 233],[7 18],1,[712],[1543],1,[4545],5,11,[]
331,1,[3050],[3736],[1642 1357 378],[621 468 691],[7 25 24],0,[],[],2,[5503 17646],26,0,[770]
516,0,[],[],[1357 1357],[1087 524],[12 18],0,[],[],3,[18171 4850 10925],50,3,[691 692]
342,3,[2106 2101 676],[3895 1791 2565],[290 1881],[1046 1046],[5 13 12 20 13 11],1,[531],[3131],1,[13751],12,6,[]
