岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
519,2,0,3,23,19
516,1,2,4,16,16
516,3,0,1,9,2
519,2,0,2,8,2
418,0,0,2,22,6
418,1,0,2,71,4
326,0,0,3,9,3
331,1,0,4,12,10
418,0,0,2,44,18
328,0,0,3,15,0
340,3,3,0,15,10
328,0,0,3,15,6
328,0,0,2,16,5
417,4,1,2,10,2
328,0,0,1,16,16
517,0,2,4,35,8
412,2,0,1,5,6
519,2,0,2,0,15
418,0,1,2,14,7
418,1,0,2,10,2
518,2,0,0,6,20
328,0,2,3,14,0
517,0,0,3,20,2
412,2,1,0,0,4
332,0,0,3,9,9
344,4,1,5,9,18
331,1,0,2,31,5
417,3,1,0,16,16
344,4,0,0,3,22
517,1,0,1,12,1
519,1,0,3,4,11
418,2,0,2,13,7
516,1,0,0,7,2
328,0,0,2,28,12
418,0,0,2,21,11
519,0,1,1,10,8
516,0,0,2,12,15
519,2,0,3,8,8
418,0,0,3,21,9
418,1,0,1,20,16
519,0,0,0,6,4
516,2,1,0,6,11
412,3,0,1,8,0
342,0,0,2,32,4
417,1,2,0,5,3
332,0,0,2,17,14
328,1,0,0,20,12
347,1,0,2,15,0
517,0,1,3,24,8
412,1,3,0,19,0
331,1,0,1,24,8
418,1,2,2,11,5
342,0,0,2,34,8
519,2,0,2,14,5
418,0,0,3,46,7
418,2,3,3,21,4
331,1,2,2,35,15
331,1,0,2,14,0
406,0,1,5,27,6
417,1,0,1,12,2
418,2,0,4,8,10
332,0,0,4,14,6
412,3,0,2,15,3
335,1,0,2,6,6
430,4,1,1,7,3
516,0,0,1,6,2
517,0,0,3,6,2
418,1,1,2,22,5
328,1,0,1,39,6
418,1,0,1,17,11
516,1,0,4,2,1
418,0,0,3,21,3
517,0,0,2,20,6
519,2,0,3,0,12
519,0,0,3,22,12
417,2,1,2,8,6
519,3,0,1,4,0
328,2,0,1,5,12
516,0,0,5,9,0
518,1,0,1,8,11
516,1,1,2,13,2
518,1,0,0,13,0
427,2,0,0,17,9
328,0,1,3,26,10
418,0,0,2,3,5
418,1,1,5,12,0
418,0,0,3,24,10
516,0,0,3,23,8
418,0,0,2,14,0
340,0,0,4,9,8
418,0,0,2,15,9
418,0,4,2,15,8
517,1,0,3,13,6
519,0,0,3,22,14
406,1,0,2,9,0
412,3,0,0,6,6
517,0,0,3,15,10
418,0,1,3,43,10
412,0,0,1,10,11
418,0,0,4,29,11
418,0,0,2,22,6
342,0,0,2,12,10
519,1,0,0,6,14
328,3,0,3,38,9
328,0,0,4,6,7
516,1,0,0,0,11
328,0,0,2,5,6
412,0,1,2,6,5
328,0,0,1,34,12
516,1,0,5,14,10
418,1,0,2,18,7
516,0,0,10,4,11
519,1,0,2,4,9
418,1,0,3,23,12
418,0,0,3,30,15
517,1,0,3,20,7
517,1,0,2,17,6
412,3,0,2,17,1
412,3,1,1,32,1
417,4,2,0,5,0
516,0,0,3,17,11
427,2,0,2,5,8
518,0,0,2,12,6
328,0,0,3,37,8
342,1,0,3,59,5
516,1,0,5,11,10
331,0,0,2,22,6
335,0,0,1,12,6
342,1,0,1,18,4
328,0,2,3,5,2
519,0,0,3,11,14
519,0,0,4,8,16
517,1,0,1,13,8
418,0,0,3,41,6
328,1,0,1,15,19
406,3,0,3,40,4
418,0,0,4,20,10
332,1,0,2,17,9
427,2,2,1,10,14
517,1,0,2,8,1
516,1,0,3,11,0
328,0,0,1,41,19
418,0,0,2,57,5
328,2,0,0,13,19
517,0,0,4,7,22
342,0,0,4,12,5
331,1,0,3,13,6
418,0,2,3,1,11
519,2,0,0,12,5
335,0,0,1,19,6
519,1,0,3,10,4
418,1,0,4,29,7
324,0,0,3,16,9
519,0,0,2,19,8
517,4,0,0,2,7
331,0,0,1,21,3
519,2,0,3,0,3
516,4,0,0,2,7
519,0,0,3,11,51
516,1,0,3,8,7
519,3,0,2,5,1
326,1,0,1,25,11
331,0,1,2,24,5
412,2,0,0,10,1
519,1,1,2,32,6
342,1,1,2,20,7
328,1,0,3,24,11
418,0,0,4,32,12
517,0,2,3,17,9
324,1,0,6,9,6
418,1,0,1,12,12
326,0,0,2,46,4
418,0,0,3,22,2
328,0,1,2,17,7
518,2,0,1,7,7
517,0,0,0,0,2
340,3,1,2,14,6
335,0,0,2,35,0
516,2,0,2,19,0
518,1,0,5,8,3
516,1,0,3,7,5
418,0,0,3,16,20
418,1,0,2,8,0
342,4,0,0,27,3
418,1,0,1,8,9
328,0,2,3,29,10
418,2,0,2,21,3
328,0,0,5,19,10
519,0,2,0,15,14
418,0,0,0,40,0
418,4,0,6,54,2
516,0,0,2,10,8
519,2,0,3,13,20
332,0,0,2,15,4
328,1,1,2,6,4
328,0,0,1,25,4
417,3,0,0,2,9
418,0,0,4,23,6
418,0,0,3,6,4
412,1,1,0,6,4
519,0,0,2,13,10
328,0,0,3,10,7
331,0,0,4,24,0
519,0,0,1,4,1
516,1,0,2,18,9
328,0,0,4,14,14
519,0,0,0,10,10
519,1,0,2,15,11
516,1,0,2,7,3
516,1,0,2,5,9
418,1,0,3,20,11
516,2,0,3,0,16
328,1,0,1,16,4
328,2,0,1,20,0
328,1,1,0,29,2
412,3,2,0,5,1
516,0,0,1,1,7
517,2,0,2,8,10
328,0,0,2,12,2
340,1,2,3,9,8
324,0,0,2,9,13
412,0,0,5,17,13
331,1,0,2,19,3
418,0,0,2,13,7
342,2,0,2,29,0
418,2,0,0,5,0
331,3,0,1,0,13
342,1,0,3,18,0
519,0,0,3,12,8
412,1,2,5,11,4
331,1,0,2,0,8
331,0,0,3,13,4
412,1,0,2,26,2
418,0,2,2,21,7
324,1,0,5,12,12
517,1,0,3,11,9
516,0,0,3,11,9
519,0,0,3,16,3
331,0,0,1,32,3
328,1,0,1,26,9
418,0,0,2,27,2
517,1,0,1,22,5
328,0,0,1,29,4
516,1,0,1,0,6
331,0,0,2,21,21
516,0,2,1,4,6
412,2,2,3,6,7
418,0,0,0,18,0
518,2,0,2,4,2
412,0,3,2,12,5
328,0,0,2,11,2
412,3,0,0,28,7
342,2,0,1,13,17
417,5,1,1,5,11
328,0,0,3,20,21
519,1,0,2,20,11
340,1,0,2,11,1
519,3,0,1,0,8
328,1,0,3,22,13
328,1,0,2,12,0
328,0,1,1,41,4
412,2,2,0,3,10
517,1,1,3,13,9
430,3,0,0,12,6
418,1,0,2,10,4
519,2,0,5,17,15
519,0,0,2,19,13
516,0,0,2,20,6
418,0,0,3,47,9
406,1,0,4,5,12
519,0,0,3,24,8
518,0,0,4,13,39
518,0,0,0,3,2
418,3,0,4,17,13
412,3,1,1,6,4
519,2,0,2,0,0
328,0,0,0,0,0
519,2,1,1,13,0
331,1,0,4,27,8
519,0,0,3,8,11
340,3,4,0,7,10
517,0,0,1,15,5
516,0,0,3,12,5
517,0,0,4,14,14
418,1,1,1,16,0
417,3,2,2,8,9
328,1,0,1,8,6
418,0,0,1,57,0
519,1,0,3,28,16
418,1,0,2,20,5
516,0,0,2,8,0
418,0,0,1,34,6
418,0,0,3,15,6
331,1,0,2,8,5
328,0,0,2,45,1
328,0,0,3,43,2
517,0,0,1,17,6
519,1,0,0,14,0
519,0,0,2,16,23
418,1,0,4,18,6
412,3,0,2,4,9
518,2,0,2,5,9
418,0,0,3,38,22
519,1,0,6,6,8
328,0,0,5,27,0
332,0,0,3,25,6
417,1,4,2,4,1
519,0,0,3,7,14
418,0,0,1,2,14
418,0,0,2,31,0
328,1,0,4,7,2
518,1,0,2,7,4
328,1,0,4,7,3
328,1,1,3,12,2
331,1,0,2,28,4
328,0,0,3,9,3
328,0,0,2,34,9
516,3,0,0,3,2
342,1,2,2,7,2
418,1,0,2,37,13
328,0,0,5,6,4
519,2,0,4,0,0
430,3,0,0,4,0
418,1,0,3,40,2
430,3,2,2,4,8
328,2,0,0,48,0
328,0,1,2,7,8
328,0,0,3,17,7
516,1,0,2,5,3
406,0,0,3,7,1
418,0,0,2,21,3
335,1,0,1,13,7
418,0,0,3,20,6
342,3,2,1,14,13
324,0,0,3,30,17
406,0,0,6,9,0
326,0,0,4,64,7
418,0,0,3,14,4
328,0,0,1,27,20
430,1,2,2,18,0
516,1,0,4,0,6
331,2,0,2,49,0
328,0,0,2,19,15
324,1,0,1,25,4
328,0,0,3,35,16
328,0,0,1,33,2
519,1,0,3,10,17
516,1,0,0,0,5
340,0,0,0,12,4
418,1,2,1,39,10
519,2,0,2,7,4
412,3,2,1,2,6
328,1,0,2,14,11
516,2,0,3,0,7
412,1,2,5,0,6
519,0,0,2,7,14
418,0,2,0,39,12
418,0,0,2,22,13
326,1,0,2,4,0
518,0,0,3,10,4
328,2,0,0,4,20
347,0,0,4,28,17
430,1,3,0,9,5
326,1,0,2,18,8
516,0,0,2,9,6
418,0,0,1,19,9
418,0,0,0,49,7
328,0,0,2,0,0
516,0,0,3,4,5
418,0,2,2,24,10
332,1,0,3,30,0
417,3,3,0,7,17
328,2,0,1,17,9
519,0,3,5,14,9
331,1,0,3,18,13
516,0,0,3,0,0
517,0,0,2,9,9
519,1,0,0,9,16
340,3,3,2,8,7
412,3,3,3,5,25
342,1,0,2,21,10
519,1,0,4,0,5
418,0,0,1,41,7
412,0,0,1,16,0
328,0,0,3,14,13
418,0,3,2,22,10
406,0,2,2,6,7
418,2,0,1,45,14
418,0,2,3,7,7
418,1,0,2,18,4
418,0,0,1,59,4
519,2,0,4,19,0
417,4,2,0,7,2
328,0,0,3,18,0
347,2,2,0,5,9
516,0,0,0,0,0
516,1,0,2,2,9
418,0,0,4,5,16
519,1,0,2,6,7
418,0,0,4,26,12
418,1,0,2,42,4
418,1,0,2,57,7
328,0,0,4,20,0
406,1,0,2,2,8
342,3,0,5,40,7
519,0,0,4,15,5
418,0,0,2,19,8
340,1,0,0,8,2
418,2,0,2,0,1
519,0,0,2,6,9
342,0,0,2,38,4
519,1,0,1,11,5
418,0,0,3,18,6
412,4,0,3,3,2
324,1,0,2,15,7
517,0,0,0,28,8
518,0,0,0,0,0
418,0,0,3,22,12
418,0,1,3,1,10
516,1,0,2,0,3
418,0,0,3,11,7
328,0,0,1,22,16
517,1,1,2,8,16
519,0,0,1,19,6
418,0,0,1,16,2
430,2,1,0,4,9
418,0,0,2,18,2
328,0,0,5,15,4
328,2,0,2,16,9
517,0,0,2,16,6
418,1,0,4,6,0
417,1,0,3,19,17
516,2,0,2,22,5
519,1,0,4,6,9
418,1,0,3,3,9
326,1,0,1,15,6
418,1,0,2,15,3
418,1,0,1,31,6
328,1,2,1,18,3
328,1,0,3,11,7
417,3,0,2,4,7
418,0,0,0,74,23
328,0,0,2,24,8
518,0,0,3,11,11
328,0,0,4,6,14
412,6,4,0,0,5
342,3,0,3,19,0
519,2,0,2,3,9
517,0,3,4,34,26
516,0,0,4,2,10
417,3,2,0,6,4
519,0,0,2,12,4
331,0,0,3,29,8
519,1,0,3,8,7
328,0,1,2,7,13
519,1,0,2,7,10
519,2,0,4,9,0
331,0,0,2,23,6
519,0,0,9,27,6
328,0,0,3,15,11
519,0,0,5,3,22
517,0,0,3,22,3
418,1,0,1,24,0
328,1,0,1,29,3
430,2,0,2,8,5
430,1,3,0,4,8
412,0,1,3,11,10
519,2,0,2,18,3
519,0,0,2,2,5
418,0,2,2,49,15
517,0,0,3,7,11
519,1,0,2,3,5
517,0,0,3,11,15
518,0,1,3,8,12
418,0,0,5,1,11
519,0,0,4,0,9
418,0,4,2,37,18
328,1,0,2,24,21
418,0,1,3,29,6
328,2,0,2,30,8
324,0,0,2,18,10
342,1,0,2,20,4
519,2,0,3,3,11
518,1,0,2,10,8
519,2,0,0,5,17
328,0,0,3,12,6
519,0,0,5,15,14
412,3,0,2,12,2
418,0,0,3,21,15
418,1,0,3,30,8
328,0,0,3,30,19
517,0,0,2,23,11
517,1,0,0,13,10
412,2,0,3,11,1
331,0,0,4,20,7
328,0,0,2,16,0
328,1,0,1,29,0
418,0,0,0,7,5
340,2,1,0,5,5
331,1,0,3,12,0
418,0,0,4,8,10
324,0,0,2,8,8
418,0,3,3,19,10
331,1,0,3,24,0
519,0,0,3,11,12
328,1,0,3,28,2
516,0,0,4,28,8
412,0,0,0,4,3
418,0,0,0,60,20
417,0,0,2,6,8
328,0,4,3,17,13
326,4,0,3,30,4
331,1,0,1,22,5
412,2,0,3,7,5
519,1,0,2,9,4
417,3,3,0,13,15
430,2,1,1,15,13
516,1,0,2,13,13
516,3,0,3,13,3
519,2,1,4,5,0
412,3,0,0,3,4
340,4,0,0,23,2
519,0,0,1,18,7
516,1,0,3,3,2
335,0,0,2,35,14
326,1,0,1,32,0
517,0,1,7,0,0
517,0,0,2,2,7
418,0,0,3,39,8
342,1,0,3,18,6
328,0,0,1,21,15
519,0,0,4,13,9
324,0,0,1,32,0
331,0,0,3,20,0
331,2,0,2,14,3
406,0,0,3,51,6
418,0,0,3,21,10
519,4,0,3,0,7
412,5,2,0,6,12
518,0,0,3,5,14
328,2,0,0,36,2
418,0,0,3,26,0
516,3,0,4,5,16
418,2,0,2,43,5
328,1,0,1,14,0
324,0,1,2,17,14
331,2,0,4,15,37
331,0,0,1,24,4
418,0,0,1,43,0
418,0,1,3,14,12
412,2,2,0,9,7
331,0,0,2,36,2
418,0,0,2,34,8
516,1,0,1,14,6
418,0,0,2,23,7
516,0,0,2,25,5
430,3,3,0,1,4
328,0,0,4,10,12
519,3,1,6,5,12
326,0,0,3,0,0
517,0,1,4,20,3
519,1,1,3,17,14
519,1,0,3,4,2
418,1,0,0,40,2
418,1,0,1,20,1
331,0,0,2,11,6
418,1,0,1,43,7
518,0,0,2,30,10
516,1,0,2,5,9
328,0,0,2,25,15
417,3,1,0,9,0
328,0,0,2,4,6
328,0,2,2,37,19
519,2,0,3,7,6
331,0,0,2,23,7
418,0,0,2,16,6
331,0,0,5,38,8
417,5,0,0,6,5
516,0,0,2,0,12
418,0,0,4,31,11
328,1,2,2,10,0
418,1,2,3,36,21
519,0,0,2,3,5
418,0,0,2,32,8
418,1,0,1,57,4
519,0,1,0,17,6
417,3,0,0,4,1
427,2,0,0,10,8
518,0,0,5,7,9
418,0,0,2,25,11
418,1,0,3,26,6
331,1,0,1,14,8
519,1,0,3,13,12
418,0,0,2,13,6
326,1,1,3,14,6
340,1,3,2,16,11
328,1,0,3,50,15
347,1,0,0,1,10
328,1,0,1,7,8
331,0,0,3,19,7
342,3,0,1,13,8
418,0,0,3,43,8
418,3,0,3,49,0
430,6,0,0,0,1
406,2,0,2,7,7
519,1,0,1,11,5
516,0,1,1,11,8
412,4,2,1,9,0
418,2,0,1,38,16
331,0,0,3,10,6
328,1,0,3,11,8
412,0,4,3,5,6
342,2,0,1,12,15
332,0,0,3,24,11
331,0,0,3,11,6
418,1,0,2,31,17
418,0,0,1,23,13
328,0,0,5,21,6
332,2,0,4,12,0
519,1,0,1,20,4
418,2,0,2,22,7
328,3,0,2,27,16
328,0,0,5,0,0
519,1,0,1,0,5
517,2,0,0,2,0
516,2,0,2,17,7
418,0,0,3,16,13
406,0,0,3,20,6
328,1,0,3,11,0
418,1,0,4,0,8
331,0,1,3,4,22
417,2,1,0,17,7
516,0,0,3,30,20
418,1,0,3,49,0
418,0,0,0,43,10
326,1,0,4,4,0
418,0,0,2,38,12
328,1,0,2,0,2
518,1,0,2,10,11
518,1,0,2,12,12
331,2,1,1,17,6
518,1,0,8,0,10
516,0,0,2,0,2
326,1,0,0,8,2
328,0,0,1,10,8
328,0,0,2,45,9
517,0,0,3,9,23
519,1,1,1,27,2
331,0,0,2,18,6
418,0,2,0,3,10
412,0,2,0,0,4
519,0,0,2,3,18
328,1,0,2,21,5
418,0,0,3,16,11
516,3,0,2,11,3
518,2,0,0,7,9
347,1,4,3,5,40
418,0,0,2,32,24
340,0,1,3,6,8
418,0,3,3,9,7
516,1,0,5,0,8
406,2,0,3,19,1
418,0,0,1,20,2
519,0,3,4,26,9
340,1,1,8,9,10
417,2,0,4,7,0
519,0,1,0,3,7
342,1,0,1,21,2
519,2,0,4,0,10
412,0,1,3,12,17
328,0,0,2,16,10
328,2,0,0,11,5
328,0,0,0,17,3
412,1,0,0,14,0
517,0,0,2,14,11
430,3,0,4,4,13
517,0,0,2,14,6
332,1,0,2,38,8
328,0,0,3,15,4
418,0,0,3,40,3
516,1,0,1,12,2
328,0,0,0,3,0
430,3,3,3,12,15
412,4,2,1,9,0
328,0,0,3,5,4
328,0,0,1,23,6
519,0,0,3,14,21
517,2,0,5,10,1
326,0,0,3,17,10
417,1,1,0,2,4
412,3,2,2,14,19
412,2,3,1,4,11
328,0,0,1,2,20
331,0,0,3,20,3
332,0,0,3,26,0
342,2,0,2,10,7
332,0,0,1,48,13
516,0,0,2,17,0
516,1,0,2,15,0
516,1,0,2,3,5
331,0,0,2,25,9
519,1,0,2,13,16
516,0,0,1,24,7
418,0,0,4,0,19
516,0,0,4,32,1
328,0,0,3,17,6
328,0,0,2,35,11
516,1,0,2,8,6
418,1,0,2,8,14
331,0,0,2,23,11
342,2,0,0,11,8
418,0,0,4,19,8
418,1,0,2,40,12
518,1,0,3,35,0
342,0,0,3,18,8
519,1,0,4,0,13
340,3,0,0,7,1
418,0,0,0,0,2
331,1,0,2,30,6
427,3,4,0,7,4
516,1,1,4,13,18
328,0,0,2,45,0
519,1,0,1,10,10
519,3,0,3,8,6
417,3,0,3,15,8
412,2,0,11,3,11
331,1,0,2,18,5
340,1,0,5,13,5
519,1,0,1,3,10
518,0,0,0,18,12
328,0,0,2,8,17
331,0,0,1,39,0
516,1,0,2,7,6
328,1,0,3,30,4
517,0,0,4,12,4
342,1,0,2,26,0
519,1,0,2,5,0
328,0,0,1,23,2
518,0,0,2,14,9
519,5,1,5,0,10
328,0,0,2,16,5
331,0,0,2,10,13
342,3,0,1,8,6
516,0,0,2,4,5
517,0,0,2,16,3
328,0,0,3,14,18
331,1,0,1,9,0
516,1,0,4,0,9
417,4,3,0,0,11
412,3,0,0,4,5
519,4,0,4,4,13
340,3,1,1,5,11
331,1,0,2,26,0
516,0,0,3,50,3
342,3,1,1,12,6
519,2,0,0,8,23
517,1,0,2,7,6
417,2,0,0,9,9
328,0,0,3,25,7
340,4,2,1,8,9
516,1,0,2,14,0
418,1,1,2,9,16
417,4,0,1,7,0
412,1,0,2,2,3
328,0,0,0,10,9
519,1,0,3,14,14
328,0,0,2,31,0
519,2,0,2,6,4
418,2,0,1,40,12
430,4,2,0,5,19
328,1,0,3,29,3
412,1,3,2,6,3
516,1,0,1,3,4
417,1,1,0,9,4
335,0,0,4,16,3
519,0,0,3,17,6
518,0,0,1,12,4
331,1,1,3,7,7
342,3,2,1,8,10
418,0,0,2,34,10
516,1,0,4,3,2
516,3,0,1,12,11
418,0,0,2,43,0
518,0,0,0,35,7
517,2,1,3,29,10
517,0,0,2,11,5
418,1,0,1,30,6
516,2,0,0,13,11
418,0,0,2,8,6
418,0,0,3,18,8
340,2,0,1,24,15
519,0,0,3,5,20
418,0,0,4,19,9
418,0,1,2,32,9
516,0,1,3,0,10
331,0,0,1,20,8
516,2,0,2,11,10
328,0,0,3,10,27
519,1,0,3,12,5
418,1,0,0,17,5
331,0,0,2,9,2
328,0,0,2,14,9
347,1,0,3,0,15
347,2,0,0,9,9
328,1,2,2,9,12
328,1,0,1,25,0
418,1,0,4,26,11
326,0,0,2,33,2
517,2,0,0,2,1
517,0,0,4,20,8
430,3,0,2,6,9
418,0,0,2,33,7
344,4,0,0,19,0
516,1,0,4,31,4
328,0,0,2,9,7
406,0,0,2,11,8
412,1,5,0,8,3
418,0,0,3,28,9
517,1,0,3,3,16
412,5,0,5,7,5
517,2,0,4,7,12
340,3,4,2,12,6
418,0,0,3,36,4
518,0,0,0,35,7
342,0,0,2,12,0
517,0,0,1,19,2
328,2,0,1,46,3
418,0,1,2,18,9
324,3,0,1,10,0
418,0,0,1,27,7
328,0,0,4,10,3
328,0,1,2,37,18
516,0,0,6,9,7
412,1,1,0,22,9
331,1,0,2,21,8
342,2,0,2,14,5
519,1,0,4,8,16
517,1,0,5,19,0
331,1,0,0,33,9
335,0,0,4,13,8
418,0,0,2,32,6
328,0,0,4,22,8
517,2,0,3,9,10
328,0,0,3,14,15
517,2,0,1,0,8
412,0,0,0,0,0
519,0,0,1,7,5
516,2,0,0,16,0
418,0,0,2,28,5
417,3,3,2,8,0
418,0,0,1,29,7
326,0,0,3,6,5
418,1,0,3,23,14
517,3,0,3,8,6
418,1,0,4,12,6
412,3,0,1,6,0
516,1,0,3,3,1
328,0,0,2,32,0
328,0,0,2,11,20
518,0,0,6,8,25
418,0,0,2,15,7
516,0,0,1,16,0
328,1,0,2,25,9
519,0,1,2,4,3
412,2,0,6,17,0
331,2,0,3,23,8
519,2,1,2,10,0
427,2,4,0,0,14
331,0,0,2,20,2
340,2,1,5,9,15
328,1,0,0,14,14
519,1,0,0,24,8
324,0,0,4,19,16
331,1,0,2,9,6
331,0,0,1,9,12
516,1,0,2,0,10
326,2,3,2,11,17
418,0,0,2,1,9
344,3,0,3,9,5
427,1,1,0,6,0
328,1,0,1,16,0
328,2,0,3,28,5
418,0,0,2,30,4
516,1,0,2,21,6
328,0,0,3,3,11
430,2,1,3,10,17
328,1,0,2,17,8
328,1,0,3,7,2
412,2,0,0,5,4
331,0,0,2,19,1
328,0,1,2,27,0
418,0,1,1,15,0
516,0,0,5,2,2
517,0,0,2,15,17
328,0,0,2,30,10
418,1,0,2,35,0
412,4,0,0,6,8
516,2,0,2,10,1
331,0,0,3,13,4
418,0,0,3,37,7
328,0,0,3,34,6
406,1,0,3,14,4
517,0,0,3,7,11
517,2,0,0,16,10
417,4,3,1,8,0
519,1,1,3,5,9
418,1,0,3,15,6
418,2,0,2,35,8
519,0,0,2,15,14
418,1,1,2,28,4
516,0,0,2,14,6
331,1,0,2,18,0
331,1,0,1,39,5
328,1,0,2,11,0
340,2,2,0,3,8
328,0,2,2,28,12
412,2,1,1,2,13
516,1,2,3,13,15
418,0,0,3,22,8
517,1,0,4,5,0
418,0,0,4,33,12
328,2,0,3,30,0
517,0,0,3,19,8
519,0,0,3,4,14
412,3,2,3,4,3
418,0,0,1,29,2
412,3,1,0,0,11
418,1,4,2,19,1
328,3,0,2,14,10
324,2,0,1,14,10
328,0,0,3,30,11
516,2,2,1,5,3
342,0,0,2,27,6
326,1,0,8,29,6
517,0,0,4,7,22
517,1,0,0,6,1
328,1,0,3,10,3
328,1,4,4,6,2
328,0,0,2,0,6
517,1,3,3,3,7
516,1,0,5,11,1
418,1,3,2,54,15
328,0,0,4,10,2
418,3,0,3,33,2
417,3,2,2,8,5
519,0,0,5,11,14
328,0,0,2,18,14
517,2,0,2,31,8
418,0,0,2,39,0
332,0,0,3,41,4
517,1,0,1,3,13
328,0,0,4,16,8
418,1,0,2,40,9
347,1,0,2,16,12
418,2,0,3,24,2
328,0,0,2,13,0
518,0,0,2,8,6
418,0,3,3,21,10
328,0,0,2,4,17
418,0,0,3,34,9
519,1,0,3,8,8
417,2,0,2,6,8
418,1,0,1,27,11
418,2,0,0,2,9
516,1,0,0,8,1
418,0,0,2,8,17
427,2,1,0,19,1
518,0,3,3,10,10
331,0,0,3,18,9
412,0,0,4,13,16
417,3,0,2,2,4
519,2,0,2,32,8
418,1,0,2,19,15
331,1,2,2,18,3
332,0,1,2,16,14
518,3,0,2,19,4
328,0,0,2,36,6
418,2,0,3,17,11
406,1,0,0,42,0
331,0,0,2,19,9
324,1,0,2,10,6
519,0,0,3,7,6
412,0,2,2,13,6
340,3,0,1,8,11
347,2,4,6,9,11
340,3,0,2,9,15
516,2,0,5,0,9
328,1,0,4,20,4
412,4,2,2,0,28
519,0,0,2,4,10
516,1,0,2,3,9
417,4,0,0,13,6
418,0,0,3,31,6
418,1,0,2,12,11
519,1,0,2,0,4
342,1,0,3,4,3
342,1,0,0,13,11
516,2,2,2,9,2
418,1,0,0,56,10
517,2,1,2,40,7
519,2,0,3,3,23
331,1,0,2,8,6
516,3,0,0,6,9
344,1,0,4,3,6
516,1,0,1,6,9
412,2,2,2,2,4
519,1,0,4,17,18
519,0,0,5,3,0
418,0,0,1,34,3
519,0,0,3,7,5
519,1,0,2,3,5
519,1,0,4,17,8
516,0,0,3,12,10
516,1,0,2,0,9
418,0,0,2,30,8
516,1,0,2,11,12
418,0,0,0,15,6
328,0,0,3,32,0
326,0,0,3,8,9
418,1,0,2,28,8
518,0,1,2,13,4
340,3,0,1,12,6
347,3,2,0,16,8
516,2,0,0,6,0
328,1,0,1,34,15
427,3,2,0,6,6
519,2,0,3,2,4
418,2,0,2,29,6
418,0,0,3,15,2
519,2,0,0,20,10
342,1,2,0,6,9
516,2,0,0,5,7
417,1,0,2,3,0
430,1,1,5,4,6
418,0,0,2,32,6
516,0,0,4,22,8
519,0,0,2,8,10
517,0,5,4,18,26
418,0,0,0,46,8
418,1,0,1,43,5
430,4,2,2,7,11
328,1,0,2,37,8
328,3,0,3,32,4
519,1,0,2,12,0
417,0,1,0,0,18
418,1,0,2,29,9
516,2,0,1,14,9
518,0,0,2,9,13
519,0,0,4,4,12
519,2,0,3,16,10
517,3,0,3,7,19
328,2,0,2,31,0
519,0,0,1,17,7
418,1,0,3,23,15
412,4,1,1,2,4
516,2,0,4,0,7
517,1,0,1,17,1
516,2,0,3,14,7
519,1,0,1,5,14
412,1,2,1,7,3
328,0,2,3,9,17
328,1,0,2,10,0
516,2,0,1,12,4
519,2,0,3,9,10
418,1,0,2,23,0
418,1,0,2,33,15
516,0,0,2,7,12
328,1,2,0,17,8
328,0,0,1,29,4
340,3,0,12,16,21
418,1,0,2,25,3
418,0,0,2,17,8
418,1,0,2,46,10
418,0,1,2,6,12
328,1,0,1,23,8
517,0,0,3,6,4
519,1,0,1,9,6
519,0,0,3,12,20
516,2,0,0,7,9
418,0,0,3,36,11
417,1,0,1,7,7
430,4,1,0,1,7
324,0,0,3,22,10
326,0,0,3,14,9
418,1,0,2,56,6
328,2,0,1,6,12
516,1,0,2,16,3
516,2,0,6,11,20
328,0,0,2,31,0
331,0,2,3,15,5
328,0,0,1,4,3
418,0,1,2,33,6
517,0,0,2,14,0
517,0,0,5,11,7
516,1,0,2,8,0
328,0,0,2,32,6
518,1,1,2,12,7
516,3,0,3,0,0
516,2,0,8,22,6
418,2,0,2,12,4
516,1,0,3,30,0
516,2,0,1,8,3
518,0,0,1,20,20
328,1,1,2,10,0
516,1,0,2,5,7
342,0,0,4,10,7
418,0,0,3,18,7
340,3,0,2,5,5
344,3,0,0,9,5
516,0,0,3,19,6
331,0,0,3,18,8
430,3,0,0,4,24
331,1,0,1,38,3
412,2,1,3,10,9
517,1,0,2,13,12
347,3,0,5,9,8
516,1,0,3,0,4
418,0,0,3,38,7
418,1,0,1,15,0
418,0,0,2,29,19
430,2,2,1,6,11
517,0,0,1,25,0
418,0,0,1,22,7
516,1,0,3,7,2
328,1,0,3,13,0
340,3,0,0,14,11
332,1,0,4,33,0
328,2,0,0,20,10
340,3,0,3,0,3
519,1,0,2,33,6
418,3,0,2,5,0
519,0,0,5,5,6
418,1,0,2,24,11
412,2,3,6,9,14
328,1,0,2,26,6
328,0,2,4,15,15
324,2,0,3,10,15
328,0,0,3,5,8
328,2,0,5,16,2
418,0,0,4,21,12
328,0,0,3,25,13
331,0,0,2,17,0
418,1,1,2,23,1
430,2,2,1,9,2
418,3,0,5,20,6
519,0,0,3,0,8
519,2,0,2,21,10
328,0,0,2,15,6
412,0,1,6,12,8
342,1,0,1,20,6
342,1,0,2,27,14
519,0,0,3,3,4
418,2,0,2,33,7
328,2,1,2,10,3
519,3,0,1,16,6
331,1,1,2,5,7
418,2,0,2,4,3
331,1,0,6,26,4
418,1,0,2,33,4
417,2,1,2,13,1
418,0,0,5,19,6
418,0,2,2,53,1
516,1,0,1,9,5
